,id,POI,rating,recensione,FEEL_IT
997,6637444fe18e1c186ce07f3e,Tenuta Castelbuono,5,Spendida cantina monumento situata nel cuore della regione umbria. Abbiamo avuto la fortuna di poterla visitare e ddegustare alcuni dei loro prodotti. Inoltre nelle immediate vicinanze della cantina c'è un percorso museale a cielo aperto fruibile a tutti.  Spendida esperienza!,positive
998,6637444fe18e1c186ce07f3e,Tenuta Castelbuono,5,"Esperienza molto coinvolgente ..posto meraviglioso...la ragazza che ci ha illustrato la storia e la cantina ..ci ha dato date informazioni....sia sui vini della degustazione sia sulla storia dell'architettura del carapace 
Sono inoltre rimasta molto contenta del trattamento di una ragazza che mi ha più permesso di comprare una vasta selezione di vini per l'attivita di mio marito
Fornendomi anche i contatti per comprare i loro vini a Roma 
Tutto veramente perfetto 
Quando si entra nella loro tenuta si entra in un oasi di pace ",positive
999,6637444fe18e1c186ce07f3e,Tenuta Castelbuono,2,"Siamo stati qui una domenica di ottobre per visita e degustazione.
Siamo stati accolti da una ragazza di Perugia molto gentile che ci ha accompagnato durante la visita.
Tuttavia, avremmo apprezzato che fosse dedicata maggiore attenzione al vino soprattutto in fase di degustazione. 
A tal proposito avremmo gradito che il vino fosse versato nei calici davanti a noi e non prima di raggiungere il tavolo e che la degustazione fosse guidata.
Nota super dolente: la dipendente dai capelli biondi che è stata molto scortese con noi sia quando siamo arrivati e abbiamo chiesto gentilmente se potevamo utilizzare il drone sia quando ci siamo accomodati fuori la struttura e poco tempo dopo è arrivato un gruppo di turisti francesi. La dipendente bionda in modo molto scortese ci ha detto che ci dovevamo spostare e ad una nostra battuta per stemperare la situazione lei ci ha risposto nuovamente in modo maleducato. 
In seguito a tale episodio abbiamo deciso di non comprare i prodotti che avevamo pensato di comprare in seguito alla degustazione. 
",negative
1000,6637444fe18e1c186ce07f3f,Cantina Terre de' Trinci,5,"Cantina nuova lungo la strada che da Foligno porta al borgo medievale di Bevagna. La Cantina Terre dei Trinci propone degli ottimi vini come il Rosso di Montefalco, il Sagrantino passito di alta qualità ma prezzi abbordabili. Il personale accogliente e professionale.",positive
1001,6637444fe18e1c186ce07f3f,Cantina Terre de' Trinci,5,"Struttura accogliente, buonissimi vini della zone limitrofi di Foligno, personale professionale e ben preparato in materia. Ottimo qualità prezzo.",positive
1002,6637444fe18e1c186ce07f3f,Cantina Terre de' Trinci,5,"Ho soggiornato qualche giorno ad agosto nella zona e su consiglio del B&B dove eravamo alloggiati, abbiamo acquistato del vino presso questa cantina.
Personale gentilissimo (regalavano a chi acquistava bottigliette d'acqua,  graditissima visto il caldo!) e preparato: come detto nel titolo, ottima selezione di vini locali ad un ottimo prezzo.
Metto la recensione solo ora in quanto, cercando la cantina su Google per sapere se spediscono, ho visto che sono recensiti.",positive
1003,6637444fe18e1c186ce07f3f,Cantina Terre de' Trinci,5,"In vacanza in zona come facciamo da qualche anno, approfittiamo per l’acquisto del vino (che ci facciamo comunque spedire anche durante l’anno).
Sempre gentili e disponibili, ottimi vini a buon prezzo: con l’acquisto di oggi ci hanno regalato una bottiglia di Montefalco Sagrantino 2014 e una scatola di legno da 6 vuota, da me richiesta da usare come arredamento (nelle cantine in genere si pagano a meno di acquistare bottiglie di un certo costo). Grazie",positive
1004,6637444fe18e1c186ce07f3f,Cantina Terre de' Trinci,4,"Piccola degustazione in questa cantina sociale, vasta scelta di vini del territorio, buoni prezzi, acquisti consigliati. ",positive
1005,6637444fe18e1c186ce07f40,Badiali Cashmere,4,"Cashmere e non solo... Direttamente in fabbrica, una vasta scelta di capi da donna da uomo...cashmere fino al 70%!!!accolti e consigliati da un ottimo personale...non puoi uscire a mani vuote!!!",negative
1006,6637444fe18e1c186ce07f40,Badiali Cashmere,5,"Accoglienza, competenza e disponibilità eccezionali. Qualità dei capi ottimale e possibilità di scelta notevole! ",positive
1007,6637444fe18e1c186ce07f40,Badiali Cashmere,5,"Sono stato ospite in un albergo a Foligno, dove vi era una vetrina espositiva Badiali. Volevo comprare un pile in cashmere ma non avevo modo di raggiungere il negozio a causa del poco tempo a disposizione. Titolari e dipendenti si sono attivati immediatamente con grande cortesia per farmi recapitare in albergo il pile richiesto.
VERAMENTE UNICI!!! Complimenti ",positive
1008,6637444fe18e1c186ce07f40,Badiali Cashmere,4,"Oggi sono stata nel negozio di Foligno e come in altre occasioni ho trovato la solita gentilezza e disponibilità oltre a capi belli e fatti bene. Bellissimi anche i plaid per idee regalo.
",positive
1009,6637444fe18e1c186ce07f40,Badiali Cashmere,5,Avevo una maglia presa qualche anno prima che per un lavaggio errato aveva perso forma e gentilmente me l'hanno risistemato.,positive
1010,6637444fe18e1c186ce07f41,Chiesa di Sant'Andrea,5,Ok . È  una chiesetta molto interessante perché presenta notevoli testimonianze sacre e a carattere artistico. Propongo alla curiosità di turisti interessati.,positive
1011,6637444fe18e1c186ce07f42,Rocca Sonora,3,"In giro per le strade umbre abbiamo visto questo borgo e ci siamo fermati. La grande Rocca è ben visibile da lontano e domina il paesaggio. Si trova proprio all'ingresso del borgo. Purtroppo non era aperta alle visite. Credo, come indicava un cartello, che sia possibile visitarla solo durante le giornate FAI. Peccato.",negative
1012,6637444fe18e1c186ce07f42,Rocca Sonora,4,Quando si giunge al borgo di Gualdo Cattaneo la prima cosa che balza agli occhi è proprio la Rocca posta all'ingresso del paese. Purtroppo non siamo riusciti a visitarla perchè chiusa e anche perchè purtroppo ha iniziato a diluviare.,negative
1013,6637444fe18e1c186ce07f42,Rocca Sonora,1,"abbiamo fatto delle strade interne con paesaggi bellissimi  , arrivati verso il mezzogiorno di sabato nel bellissimo e curatissimo borgo con la sua imponente rocca non c'era anima viva ; sulla scalinata un altra coppia delusa come noi perché nonostante ci sia il programma di apertura abbiamo trovato chiuso  . 
Il borgo Gualdo Cattaneo con la sua rocca risulta inospitale  .",negative
1014,6637444fe18e1c186ce07f42,Rocca Sonora,4,"Il borgo di Gualdo Cattaneo ha rappresentato una piacevole scoperta (e sorpresa). Immerso nella bellissima campagna umbra, spicca sul territorio circostante caratterizzandosi per questa torre medievale ben conservata, ma tutto il borgo è un gioiellino.",positive
1015,6637444fe18e1c186ce07f42,Rocca Sonora,4,"La Rocca Sonora é il simbolo indiscusso di Gualdo Cattaneo.
Visitabile con un esiguo biglietto, é una fortezza medievale composta da un grande mastio cilindrico, e due torrioni minori. Le torri sono connesse tra loro da percorsi sotterranei veramente suggestivi, ove si aprono varie sale, tutte visitabili e ben tenute.
Infine salendo le scale, é possibile accedere alla terrazza, da cui si può ammirare lo splendido panorama che dà sulle colline umbre, ove si può ammirare la grande estensione delle coltivazioni a vite e ulivo. Ciò giustifica inoltre la presenza di numerosi agriturismi e frantoi, ove poter gustare i tipici piatti umbri.
Visita assolutamente consigliata.",positive
1016,6637444fe18e1c186ce07f43,Chiesa di Sant’Antonio Abate,5,"Nella Chiesa di Sant'Antonio, che si trova a fianco di quella di Santa Brigida, ma con un'unica facciata, sorge questa Cappella che ospita un presepe su due livelli, con statue di terracotta ad altezza reale e che risalgono al XVI secolo.
Allegate foto.",positive
1017,6637444fe18e1c186ce07f43,Chiesa di Sant’Antonio Abate,5,E' difficile trovare in Italia un presepe fatto con statue di terracotta e posto su due livelli rispettando la proporzione e la prospettiva di chi lo osservi. Chi transita a Calvi non lo deve perdere.,negative
1018,6637444fe18e1c186ce07f43,Chiesa di Sant’Antonio Abate,4,"La chiesa di Sant'Antonio Abate merita sicuramente una visita come tutta la cittadina di Calvi. 
Mi permetto di consigliare per la visita una guida.",positive
1019,6637444fe18e1c186ce07f43,Chiesa di Sant’Antonio Abate,3,"La Chiesa di Sant'Antonio Abate é uno splendido edificio a Calvi Dell'Umbria. Gli affreschi sono bellissimi, e il presepe permanente ivi conservato é veramente eccezionale.
Visita consigliata con una bravissima guida.",positive
1020,6637444fe18e1c186ce07f43,Chiesa di Sant’Antonio Abate,5,"Il bellissimo presepe monumentale in terracotta policroma del 1541, un unicum nazionale,  è collocato nell'oratorio di Sant'Antonio Abate con entrata sulla sinistra dell'ingresso nella chiesa di Santa Brigida. Non è sempre aperto e bisogna contattare le guide del museo delle Orsoline chiamando all'info point. ",positive
1021,6637444fe18e1c186ce07f44,Chiesa di Santa Brigida,4,"E'una chiesa molto particolare, in quanto risulta affiancata a quella di Sant'Antonio, ma l'esterno è costituito da un'unica facciata.
Pregevole una tela attribuita all'Alfani che rappresenta l'Immacolata Concezione.
Il Coro ligneo delle monache è opera di Ferdinando Fuga.  
Allegate foto.",positive
1022,6637444fe18e1c186ce07f44,Chiesa di Santa Brigida,4,La chiesa fu progettata dall'architetto Fuga come chiesa monastica per l'ampliamento del Monastero delle Orsoline.,positive
1023,66374450e18e1c186ce07f45,Museo del Monastero delle Orsoline,5,"Un doppio itinerario all'interno di un unico complesso: da una parte il vasto monastero delle orsoline, dove è possibile visitare gli ampi locali che ospitavano le più svariate attività svolte dalla suore fino a non molto tempo fa. Dall'altra una gran bella pinacoteca, con tra l'altra un dipinto di Brueghel il Vecchio. Complimenti",positive
1024,66374450e18e1c186ce07f45,Museo del Monastero delle Orsoline,3,"Ho visto questo edificio solo da fuori, ma il resto del paesino anche con i murales non è male! Viuzze fiori scale come i vari bellissimi borghi italiani! Insomma tutto sommato una visitina a questo paesetto lo potete anche fare! Buona visita a voi!",positive
1025,66374450e18e1c186ce07f45,Museo del Monastero delle Orsoline,5,"Complesso unico come architettura e aspetto esteriore, rinascimentale di ampio respiro.L'interno offre la vista di due quadri stupendi di Brueghel il giovane e Guido Reni,e nei piani alti una collezione di presepi artigianali e artistico di alta levatura.
Ma il pezzo forte del Museo è il Presepe monumentale della Congrega di Sant'Antonio Abate,proiettore della peste insieme a San Rocco,dei quali sono godibili le statue di terracotta policroma ai lati del fantastico Presepe costruito e ideato su tre piani.
Al piano sottostante la Natività con l'asino e il bue e tre angeli oranti,al piano superiore l'arrivo del corteo dei Re magi e nella volta angeli e Seragini che volteggiano sopra un cielo indaco stellato.
Impressionante a destra in basso,al secondo piano, Lucifero che maledice la nascita del Messia.
Capolavoro della metà del 500 di scultori abruzzesi che lavorarono nel ternano e nel reatino e in effetti nella Cattedrale di Leonessa si può osservare un altro magnifico esempio di presepe in terracotta dei medesimi autori seppur postumo.
È il presepe fra i più antichi in Italia seguito da quello di Tanzio da Varallo,appunto,a Varallo in Piemonte ma posteriore.Nella chiesa della Congrega anche lacerti di affreschi duecenteschi raffiguranti Santi protettori.
Nell'insieme è una perla nascosta nell'Umbria vicina a Magliano Sabina.Visita raccomandata e imperdibile!",positive
1026,66374450e18e1c186ce07f45,Museo del Monastero delle Orsoline,4,"Il Monastero delle Orsoline é davvero bello. Posto sotto la chiesa é possibile visitare le splendide cucine e tutti gli altri ambienti.
Non ci sono affreschi, ma le stanze del monastero sono molto suggestive.
Assolutamente da non perdere.",positive
1027,66374450e18e1c186ce07f45,Museo del Monastero delle Orsoline,5,"Visita interessante,consiglio di fare una passeggiata  le ragazze che si occupano  di farvi vedere il monastero sono state molto brave ed esuastive nel raccontare la storia del museo.",positive
1028,66374450e18e1c186ce07f46,Borgo Medievale di Fianello,4,"Un borgo meraviglioso. Risalente all’alto medioevo. Disabitato nell’antico centro storico, ma circondato da casette ed una piccolissima chiesa appena fuori il portale. Sicuramente merita una visita anche solo per perdersi nell’unica via maestra su cui si affacciano le casette di una volta con tanto di piazzetta per il municipio, la piccola scuola ed un antico forno.",positive
1029,66374450e18e1c186ce07f46,Borgo Medievale di Fianello,5,"Una piccola perla da visitare. In un'oretta al massimo si può girare praticamente tutto. La zona centrale é transennata in quanto pericolante e in attesa di ristrutturazione, ma il resto offre tanti piccoli angoli da ammirare. Sembra un borgo deserto ma in realtà é ancora abitato..e per fortuna direi: lasciare abbandonato a se stesso questo piccolo incanto sarebbe un peccato.
Attenzione a dove parcheggiare, meglio restare appena fuori dal paese per non correre il rischio di trovarsi bloccati nelle viuzze interne o di lasciare l'auto davanti agli ingressi delle abitazioni.",positive
1030,66374450e18e1c186ce07f46,Borgo Medievale di Fianello,5,"Un piccolissimo e delizioso borgo dimenticato.
Per casualità e fortuna abbiamo incontrato il meraviglioso Sig. Alberto, residente nel borgo. Con lui abbiamo viaggiato nel tempo attraverso segreti e storia del borgo antico. Una persona meravigliosa che si mette a disposizione del viaggiatore e che trasmette il suo amore per il luogo con saggezza e poesia. Non perdete l'occasione per questa suggestiva esperienza! ",positive
1031,66374450e18e1c186ce07f46,Borgo Medievale di Fianello,4,"Consiglio: chi si trova di poassaggio in Sabina, è d'obbligo Visitare il Piccolo Borgo Medievale di Fianello nel Comune di Montebuono, inoltre da visitare anche il Centro di Montebuono, Tarano, Oricoli e Calvi dell'Umbria...",positive
1032,66374450e18e1c186ce07f46,Borgo Medievale di Fianello,3,"Il borgo di Fianello é immerso in un paesaggio da favola nel mezzo della campagna reatina.
É a tutti gli effetti un borgo fantasma in cui nessuno ha creduto, dato che da anni é lesionato a causa del terremoto.
Rimangono comunque degni di nota la via principale, la porta di accesso e la torre civica.
Consigliato",negative
1033,66374450e18e1c186ce07f47,Chiesa di Santa Maria Assunta,5,"Stupenda chiesa al centro del paesino vale la passeggiata ,Un'iscrizione murata sul campanile porta iscritta la data dell'8 settembre del 1114.probabilmente data di edificazione o di una modifica bello il rosone centrale",positive
1034,66374450e18e1c186ce07f47,Chiesa di Santa Maria Assunta,4,"Questo edificio storico è molto carino, come il resto del centro storico! Questi paesini incastonati nella sabina, sono veramente ben tenuti! Io abito in zona e ogni tanto ne vedo qualcuno! Oggi ho approfittato per vedere questi paesini nei dintorni compreso Taranto! Vale la pena per fare una passeggiata! Buona visita a voi popolo di TripAdvisor!",positive
1035,66374450e18e1c186ce07f48,Chiesa San GIovanni Evangelista,5,"Ci troviamo a Vacone un piccolo paese, ma con una chiesa parrocchiale san Giovanni evangelista piena di storia con un trittico ritrovato alcuni fa che fu trafugato negli anni 80",positive
1036,66374450e18e1c186ce07f48,Chiesa San GIovanni Evangelista,4,Ho potuto vedere questo edificio solo da Fuori ma devo dire che l'ho trovato molto interessante! Ben mantenuto e nella piazzetta in cui sorge devo dire fa la sua figura! Fa anche piacere vedere i nostri centri storici non abbandonati a se stessi. Buona visita a voi popolo di TripAdvisor.,positive
1037,66374450e18e1c186ce07f49,Terrazza Della Sabina,4,"Vacone è uno splendido paese della Sabina,dove ancora il tempo sembra camminare a passo d'uomo. Il suo panorama,il calore dei suoi abitanti e la tranquillità lo rendono adatto a chi vuole rilassarsi e ricaricarsi dopo un anno intenso.",positive
1038,66374450e18e1c186ce07f49,Terrazza Della Sabina,5,"Raggiungere questo bellissimo panorama è semplice. Da questa terrazza la vista sembra non avere confini, sulla pianura laziale da nord verso roma.
Da restare senza fiato nei giorni di tramontana quando, la foschia non la fa da padrona e lascia la possibilità di osservare, ad occhio nudo, la basilica di San Pietro.
Da non perdere!",positive
1039,66374450e18e1c186ce07f49,Terrazza Della Sabina,5,"Passeggiando per la Sabina,merita sicuramente il piccolo Borgo di Vacone,citato varie volte dal poeta Romano Quinto Orazio Flacco,dal balconcino, del quieto paesino si gode, di un panorama mozzafiato,stupendo il versante del Soratte, nonche' quello dei monti Cimini, e la sperduta vista su Roma!!!",positive
1040,66374450e18e1c186ce07f49,Terrazza Della Sabina,5,"Dalla Terrazza della Sabina si gode una vista mozzafiato sul Monte Soratte e quando il cielo è pulito anche su Roma.
Tramonti indimenticabili!",positive
1041,66374450e18e1c186ce07f49,Terrazza Della Sabina,4,Devo dire che da questa terrazza godrete della vista appunto della Sabina! Una cosa bella che mi ha colpito è stato il fatto che dalla torretta con orologio si senta il ticchettio dei meccanismi dell'orologio! Veramente una bella emozione! Insomma una bellissima vista un passo indietro nel tempo a quando tutti gli orologi emettevano un ticchettio e un bel borgo da vedere! Buone emozioni a voi popolo di TripAdvisor.,positive
1042,66374450e18e1c186ce07f4a,Chiesa dell'Annunziata,3,"Uso questa voce impropria per recensire il centro storico, perché non c'è altro modo! Il centro storico è carino pulito ben tenuto! Non vi aspettate chissà che cosa, ma sicuramente una bella passeggiata in tranquillità Ve la farete sicuro! In messo a viette pulite e ben tenute! Perciò buona visita a voi popolo di TripAdvisor!",positive
1043,66374450e18e1c186ce07f4a,Chiesa dell'Annunziata,3,"Nonostante la Chiesa dell'Annunziata non sia visitabile a causa dei danni lasciati dal terremoto, il centro storico di Collevecchio risulta interessante e piacevole.
Notevole é la Chiesa della Madonna del Rifugio, con l'affresco sull'altare e le splendide decorazioni barocche, oltre ai due portali del paese di cui una si dice risalga all'epoca romana.
Passeggiando per il borgo si scoprono splendidi palazzi e soprattutto una grande vivacità.
Al tramonto il borgo regala scorci superlativi.
Visita assolutamente consigliata.",positive
1044,66374450e18e1c186ce07f4b,Villa di Orazio,5,"come ogni anno, presso la villa Romana di Vacone, attribuita al poeta Orazio,Flacco,  ci sono gli archeologi al lavoro, nel periodo circa il 10 agosto, c'e la visita guidata, delle nuove scoperte, purtroppo non essendo un sito coperto, per mancanza di fondi  a meta agosto, sarà tutto ricoperto, per poter conservare.",positive
1045,66374450e18e1c186ce07f4b,Villa di Orazio,5,"Allora qua troviamo una situazione assai particolare,,purtroppo i resti della villa sono ricoperti di plastica e sabbia per quasi tutto l'anno,in quanto il sito non e' provvisto di tettoia.... tutto qua!!!",negative
1046,66374450e18e1c186ce07f4b,Villa di Orazio,5,"Era da tantissimo che sentivamo parlare di questa famosa “Villa di Orazio” e, per una fortunata casualità, siamo andati a vedere la visita agli scavi che viene organizzata dagli archeologi americani solo una volta all’anno. Infatti le strutture archeologiche villa sono sempre interrate e vengono mostrate al pubblico soltanto in questa occasione. La visita è stata sorprendente, soprattutto per un aspetto: la modernità dei disegni dei mosaici. È impressionante immaginare una villa di duemila anni fa con una finezza di decori così attuale, che sarebbe impensabile per un qualsiasi facoltoso imprenditore dei giorni nostri.",positive
1047,66374450e18e1c186ce07f4b,Villa di Orazio,1,Ho provato a vedere almeno da fuori se si vedesse qualcosa ma niente cancello chiuso e a quanto ho visto tutto abbandonato! Peccato!,negative
1048,66374450e18e1c186ce07f4c,Sacro Speco di San Francesco,5,"Siamo rimasti tutti ed otto viaggiatori estasiati dalla bellezza del posto, la spiritualità e l’attenzione nella conservazione dei posti vissuti dal Santo di Assisi. Vista mozzafiato",positive
1049,66374450e18e1c186ce07f4c,Sacro Speco di San Francesco,5,"Il  santo Speco di San Francesco  a noi è piaciuto moltissimo per l' aura di pace che si respira tra le sue mura. È un luogo di preghiera ove ci si sente più vicino a Dio ed alla natura circostante. Francesco vi giunse con i suoi compagni nel 1213 proveniendo da Narni  ritrovando un  piccolo oratorio dedicato a papa  San Silvestro costruito dai monaci benedettini intorno all' anno Mille . Il luogo  rupestre e solitario e la presenza della chiesetta lo indussero a  fermarsi per  adorare  e lodare  il Signore . Partiamo dall' oratorio di San Silvestro .
Nell' abside si osserva  un affresco del Trecento raffigurante il Crocifisso con a fianco Maria ed i santi Francesco, Silvestro e Giovanni Evangelista, mentre , nell' arco, sono rappresentati i santi tipici dell' antica devozione francescana. Dietro l' abside dell' oratorio si trova il pozzo nel  quale i monaci benedettini raccoglievano l' acqua piovana. Da questo pozzo venne attinta l' acqua che il beato  Francesco , gravemente ammalato,  tramuto'  in vino e dopo averlo bevuto si ristabili' rapidamente.  Estremamente suggestivo il  quattrocentesco chiostro risalente all' epoca di san Bernardino da Siena, con i suoi archi diseguali arricchiti da vasi di fiori colorati ed impreziosito da un grazioso pozzo. Possiamo inoltre visitare il refettorio di San Bernardino,  dove la comunità si radunava per consumare i pasti, la piccola e raccolta chiesa con un cinquecentesco Crocifisso ligneo ed il coro ove si riuniscono i frati per la preghiera quotidiana. Noi consigliamo di godersi anche gli spazi  esterni percorrendo il Viale della Processione per raggiungere lo speco del Santo. Francesco ed i frati salivano lungo il sentiero alla ricerca di un luogo boschivo  adatto alla contemplazione. Si  narra che anche gli angeli ed i santi furono visti salire lungo questo viale  con fiaccole accese e splendidi paramenti.  Arriviamo così al santo Speco , una piccola fenditura nella roccia che divenne per Francesco il luogo preferito di preghiera. E poi l' oratorio ove il Santo,  durante la convalescenza,  partecipava alla Messa e recitava le preghiere,  la cella e la colonna dell' Angelo da  cui giunse il suono di una cetra angelica per dare conforto spirituale all' anima piegata dalla sofferenza del santo  ,  il castagno secolare  di san Francesco germogliato dal suo bastone piantato nella terra, la cappella di San Bernardino , una nicchia nella roccia, ove il santo senese  tenne alcune sue famose predicazioni. Un luogo speciale dal profondo valore spirituale . ",positive
1050,66374450e18e1c186ce07f4c,Sacro Speco di San Francesco,5,"Da vedere, ho ritrovato me stesso, nel silenzio, nel rispetto e nella tranquillitá della sacralitá del posto. Da sedersi e ascoltare in silenzio ciò che ci circonda, che uno ci creda o no. Peccato che ho trovato lo Speco poco curato, ma vale la pena per il posto in generale.",positive
1051,66374450e18e1c186ce07f4c,Sacro Speco di San Francesco,5,"Un luogo di pace, di silenzio e di preghiera. Qui San Francesco trascorreva il suo tempo quando andava in viaggio a Roma. Il convento è abitato da frati che, grazie alle donazioni, mantengono aperto questo posto.",positive
1052,66374450e18e1c186ce07f4c,Sacro Speco di San Francesco,5,"Oasi di silenzio, di preghiera, di bellezza, nella memoria di san Francesco. Sempre aperto, da Narni una mezz'ora in macchina",positive
1053,66374450e18e1c186ce07f4d,Chiesa di San Girolamo,3,"La chiesa di San Girolamo si può notare salendo verso il centro storico di Narni e avvicinandosi a Porta Ternana, in una zona dove si trovano i campi sportivi e un piccolo parco. La chiesa è di bell'aspetto, ma sembra abbandonata o giù di lì: i cartelli informativi sugli orari di apertura non sono troppo rassicuranti. L'esterno massiccio e solido, di un gotico così antico e così semplice da sembrare romanico, e l'elegante campanile sono comunque apprezzabili.",positive
1054,66374450e18e1c186ce07f4d,Chiesa di San Girolamo,4,"Arrivando in macchina, dirigendovi verso il centro storico, prima di varcare Porta Ternana una stradina sulla sinistra vi porterà al complesso di San Girolamo. Consiglio questa piccola deviazione per vedere almeno dall'esterno l'elegante mole di questa chiesa che è considerata uno dei primi edifici gotici (?) in Italia. Purtroppo è chiusa senza speranza e l'interno non è visitabile. Nessuna guida la menziona e qualche scarna informazione la trovate su internet.",positive
1055,66374450e18e1c186ce07f4d,Chiesa di San Girolamo,3,Posizione strategica ma peccato che la chiesa è abbandonata .... ci sono transenne che evidenziano lavori in corso ma sembrano molto datate. Dei tesori così bisognerebbe valorizzarli non dimenticarli,negative
1056,66374450e18e1c186ce07f4e,Chiesa di San Francesco,4,"Bella chiesa dove sono ancora in corso i lavori di restauro. Qualche indicazione in più avrebbe fatto comodo; comunque molto gentili i ""custodi"" presenti.",positive
1057,66374450e18e1c186ce07f4e,Chiesa di San Francesco,4,"Chiesa tipicamente romanica con vari affreschi sulle colonne e sulle pareti, strano l'ingresso anonimo con portale tondo sovrastato da una edicola con affresco, strana la mancanza di un rosone e di un campanile visibile",negative
1058,66374450e18e1c186ce07f4e,Chiesa di San Francesco,3,"La Chiesa di San Francesco é una meravigliosa chiesa gotica. All'interno ci sono affreschi medievali sui pilastri, mentre la zona di maggior pregio artistico sono le cappelle in stile gotico affrescate in maniera superba.
Luogo di culto pieno di sorprese da non perdere.",positive
1059,66374450e18e1c186ce07f4e,Chiesa di San Francesco,4,"Abbiamo visto la chiesa accompagnati dalla guida.  Mi sono rimasti impressi gli otto pilastri cilindrici, che suddividono il corpo architettonico in tre navate, e le cappelle laterali tutte decorate di immagini sacre. 
La parte che più mi ha affascinato è la prima cappella di destra della cui storia affrescata ci ha dato spiegazioni un  custode volontario della chiesa.",positive
1060,66374450e18e1c186ce07f4e,Chiesa di San Francesco,5,"Questa chiesa è stata una bella scoperta, unica, semplice come San Francesco. Il custode ci ha fatto vedere due cappelle che normalmente sono chiuse, due perle. ",positive
1061,66374450e18e1c186ce07f4f,Antico Frantoio Carletti,5,"Una famiglia più che accogliente, si vede che fanno tutto con molta passione. 
Mettono a disposizione il loro piazzale per la sosta del camper, sono disponibili, attenti agli ospiti.
Abbiamo visitato il frantoio e goduto della loro ospitalità. E’ un’esperienza da non perdere.
L’olio che producono e’ molto buono.",positive
1062,66374450e18e1c186ce07f4f,Antico Frantoio Carletti,5,"Qualche  piccola difficoltà a trovare la struttura. Poi l'accoglienza ospitale e gentile dei proprietari, i piccoli e buoni assaggi, la spiegazione relativa alla produzione. Buona scelta di tanti prodotti, olio ottimo. Prezzi leggermente alti.",positive
1063,66374450e18e1c186ce07f4f,Antico Frantoio Carletti,5,"Mamma e figlio di una ospitalità di altri tempi.
Olio delicato al palato e una corposità non indifferente.
Ho avuto un problema con il cambio di una bombola di gas da 10 k. ed il figlio  Carletti, un ragazzone con una vitalità eccezionale e padrone di un cane alla pari, con il suo mezzo e la sua bontà mi ha tolto un problema di girare a vuoto e perdere tempo. Posso dire solo GRAZIE,GRAZIE,GRAZIE.",positive
1064,66374450e18e1c186ce07f4f,Antico Frantoio Carletti,5,"Siamo stati ospitati qui una notte. Ottima area sosta Camper! tranquilla, illuminata, carico e scarico acque gratuita. Per ricambiare dell'ospitalità, il minimo è fare visita al loro frantoio,adiacente all'area sosta, e gustare e soprattutto (fidatevi) acquistare i loro buonissimi prodotti. L'accoglienza non ha eguali! 
Ideale per famiglie e non,  in  aperta campagna ma vicinissima alle fonti del Clitunno!",positive
1065,66374450e18e1c186ce07f4f,Antico Frantoio Carletti,5,"L'abbiamo visitato i primi di luglio di quest'anno con mio marito, abbiamo comprato dell'olio, formaggio squisito. Signor Carletti è una persona ECCEZIONALE, un onore parlare con lui. Nel parlare della storia  della sua famiglia ,dei suoi cavalli m'ha toccato molto , sono andata indietro nella mia infanzia felice. Tornerei volentieri .",positive
1066,66374450e18e1c186ce07f50,La Caletta,1,"Maleducati..e disorganizzati..non ne parliamo del ristorante accanto...
Hanno portato una pizza Margherita con origano sopra...e l personale scadente e arrogante",negative
1067,66374450e18e1c186ce07f50,La Caletta,1,"Sono stato nella struttura con la famiglia usufruendo della piscina.
È ho dovuto constatare la scarsa attenzione per il cliente da parte diciamo così del personale.
Non é possibile lasciare gestire una struttura del genere a dei ragazzi senza esperienza.
Dopo aver fatto notare a piscina completamente deserta il posto dei lettini e ombrellone veramente misero a ridosso dei lampioni nonostante i miei 30 km per arrivare sono stato costretto a rientrare rovinando la giornata.
Peccato perché la struttura merita ma ripeto lasciato in mano a ragazzi senza esperienza e menefreghisti per le esigenze del cliente, visto pagavamo come gli altri ne più ne meno.... Mi era capitata la stessa sorte tempo fa nel ristorante credevo fosse una casualità ma mi accorgo che è una problematica cronica.",negative
1068,66374450e18e1c186ce07f50,La Caletta,1,"Nonostante I pareri negativi e sconsigliato da amici di andare in questa struttura, pensando, che le recensioni fossero esagerate, ho voluto provare a trascorrere una domenica tranquilla in piscina. All'arrivo accoglienza pessima e poi ancora peggio, ho fatto notare che i miei lettini ed ombrellone erano a ridosso del lampioncino per cui mi era impossibile mettere un lettino all'ombra, consigliavo di spostare leggermente l'ombrellone al fine di usufruire dell'ombra visto che pagavo come gli altri, mi é stato risposto che la disposizione è frutto di un attento studio.manco ci volesse la Laurea. Morale me ne sono andato. Quindi do ragione ai clienti che lasciano recensioni negative a questa struttura quando si lascia un complesso del genere in mano a dei ragazzini che non hanno esperienza e non si sanno interfacciare con il cliente che paga... 

",negative
1069,66374450e18e1c186ce07f50,La Caletta,5,"18° alla Caletta, bellissima serata, cibo eccellente e tutto curato nei dettagli.
Piccolo neo, la chiusura anticipata rispetto all'orario previsto.",positive
