id,latitude,longitude,nome,descrizione
166,4301224585,1248602061.0,La cinta muraria di Bettona,"Il piccolo centro etrusco alla sinistra del Tevere, controllato dalla vicina e potente Perusia (Perugia), si dotA2 di una possente cinta muraria che racchiudeva l'abitato organizzato sulla stessa sommitA  del colle occupata dal borgo medievale e, oggi, dall'attuale centro di Bettona."
167,4298457842,1252533962.0,Urvinum Hortense,"Si estende sulla sommitA  del pianoro de La Pieve, a poche centinaia di metri a nord-est del borgo di Collemancio (506 m.), compreso nel territorio comunale di Cannara."
168,4302372849,1250150137.0,Villa del Boccaglione,"Nell'area etrusca a sud-est del capoluogo umbro sorge la Villa del Boccaglione che fu commissionata dalla famiglia della Penna, secondo alcuni studiosi, all'architetto Piermarini nel XVIII secolo."
169,4305902953,1275463803.0,Museo del Ricamo e del Tessile - Valtopina,"Il Museo del ricamo e del tessile si trova a Valtopina al piano terra del palazzo Comunale, residenza signorile dei primi anni del XX secolo."
170,4274710915,124822672.0,Santuario dell'Amore Misericordioso ed Eucaristico,"Il Santuario dell'Amore Misericordioso, si trova a Collevalenza, a pochi chilometri da Todi."
171,4278027125,124061325.0,Tempio San Fortunato,"Il Tempio di san Fortunato a Todi sorge in Piazza Umberto I, in cima ad una bella scalinata, sopra i resti di un complesso anteriore all'anno Mille."
172,4331016821,1232632466.0,Chiesa di Santa Maria della Pietǃ��- Umbertide,"La chiesa di Santa Maria della PietA  si trova alla periferia settentrionale di Umbertide, presso il neoclassico Ospedale civile."
173,4330614603,1232865825.0,Chiesa Ottagonale Santa Maria della Reggia - Umbertide,"La chiesa di Santa Maria della Reggia sorge a Umbertide in piazza Mazzini, oltre il ponte sul torrente Reggia."
174,4330447715,123264693.0,Chiesa di San Bernardino - Umbertide,"La chiesa di San Bernardino si trova a destra del chiostro della chiesa di San Francesco , in piazza San Francesco, nel centro storico di Umbertide."
175,4289365571,12652384.0,Palazzo Comunale - Montefalco,"Nella Piazza del Comune, quasi esattamente circolare, sorge il Palazzo Comunale, anticamente chiamato Palazzo del Popolo."
176,426477988,1248357907.0,Chiesa Parrocchiale di San Nicolǃ�� - Montecastrilli,"La chiesa di San NicolA2 sorge allainterno di Montecastrilli ed A"" la chiesa parrocchiale del paese."
177,4327578,1235050928.0,Eremo di Monte Corona - Umbertide,"L'eremo di Montecorona, si trova poco distante dalla cittA  di Umbertide in contesto isolato."
178,4324174986,1222301203.0,Preggio - Umbertide,Il pittoresco borgo di Preggio si trova vicino al confine con il territorio del comune di Passignano sul Trasimeno.
179,4330672933,1232787901.0,Rocca di Umbertide,Nel centro storico di Umbertide
181,4272417519,1275079971.0,Bosco sacro di Monteluco,"La fitta vegetazione del ""bosco sacro"" ricopre il Monteluco (800 m slm), la collina che lo spettacolare Ponte delle Torri unisce alla cittA  di Spoleto."
182,4273430996,1274189299.0,Museo Nazionale del Ducato di Spoleto,"Il museo si trova all'interno della Rocca, nella parte alta del centro storico di Spoleto."
183,427583723,1277792899.0,Chiesa di San Giovanni Battista di Eggi,Una visita alla chiesa di San Giovanni Battista di Eggi per ammirare gli affreschi di Giovanni di Pietro detto Lo Spagna
184,4256224441,1264429693.0,Chiesa di Sant'Alǃ��,"La chiesa di Sant'AlA2 si trova in via Sant'AlA2, uno slargo che si apre lungo la Via XI Febbraio di Terni"
185,4338536728,1212461978.0,Oratorio San Crescentino,"L'oratorio si trova a Morra, distante pochi chilometri da CittA  di Castello."
186,4338067232,1217947025.0,Abbazia Badia Petroia,"L'abbazia benedettina sorge su un colle dominante la valle del torrente Nestore, a circa 16 km a sud di CittA  di Castello."
187,4347792238,1226682478.0,Santuario della Madonna di Belvedere,"Il Santuario, in cui si venera un'antichissima immagine della Madonna, si trova a circa cinque chilometri da CittA  di Castello, lungo la S.R. Apecchiese che, valicando l'Appennino, giunge fino al mare Adriatico."
188,4345845067,1224032947.0,Chiesa di San Francesco,"La Chiesa di San Francesco, consacrata nel 1291, subA! nel corso dei secoli notevoli modifiche ed ampliamenti."
189,4271797225,1301386774.0,Chiesa di San Francesco - Cascia,"La prima chiesa dedicata in Cascia al Santo d'Assisi fu fondata nel 1247, ventuno anni dopo la sua morte."
190,4249844306,1265879852.0,Convento di San Francesco,"Il Convento di S. Francesco, fondato secondo la tradizione dallo stesso San Francesco nel 1213, divenne nel XVII sec. un importante centro di studi teologici, storici ed eruditi."
191,4311452916,1238963534.0,Arco Etrusco di Perugia,"L'Arco Etrusco di Perugia, monumentale ingresso alla cittA  tornato al suo splendore dopo i restauri di Brunello Cucinelli"
192,427821794,1240636454.0,Palazzo del Popolo Todi,"Palazzo del Popolo, nel medioevo sede del PodestA , oggi ospita il Museo Civico a Pinacoteca di Todi"
193,4286362366,1201284724.0,Chiesa di San Martino - Fabro,"In bella posizione panoramica, al centro di Fabro, si trova la chiesa di San Martino, intitolata al santo patrono dei cavalieri e dei viaggiatori."
194,4345688279,1223818836.0,"Cittǃ�� di Castello tra arte, eventi, storia e artigianato","CittA  di Castello: un territorio ricco di eventi, luoghi d'arte, storia, artigianato e importanti tradizioni"
195,4245650383,1259690536.0,Eremo Sacro Speco di San Francesco,"Immerso nel verde, in posizione dominante la vallata, lo speco di Narni A"" il luogo francescano piA1 antico della Valnerina."
196,4291674299,1205128821.0,Chiesa parrocchiale dei SS. Apostoli Pietro e Paolo,"Era il centro della vita del primo nucleo del castello di Monteleone di Orvieto; davanti e di lato aveva un portico, la cui testimonianza resta ancora leggibile sul muro del lato Nord, accanto sorgeva il cimitero."
197,4286407234,1201320736.0,Castello di Fabro,"Il castello di Fabro, parte del territorio comunale di Fabro, A"" posizionato su un panoramico colle ( m. 364) a est del torrente Chiani."
198,4319860733,1249233177.0,Abbazia di Santa Maria Valdiponte a Montelabate,"Situato in un punto strategicamente importante tra le due cittA  di Perugia e Gubbio, il monastero benedettino di S. Maria di Valdiponte in Corbiniano detta di Montelabate, inzia la sua storia intorno al IX secolo."
199,4272453947,1275043789.0,Eremo di San Francesco,"Il santuario di San Francesco o Eremo francescano si trova a Monteluco, a 800 metri di altitudine, nei pressi di un antico bosco sacro e di alcune grotte naturali, frequentate da eremiti giA  in etA  paleocristiana."
200,4335173987,1257628138.0,Chiesa di San Francesco a Gubbio,La chiesa di San Francesco a Gubbio: una delle prime chiese dedicate al Santo di Assisi
201,4256435021,1264544036.0,Chiesa di San Francesco a Terni,"Chiesa di San Francesco a Terni, santuario francescano con gli affreschi di Bartolomeo di Tommaso"
202,4269780522,1293427515.0,Chiesa di San Salvatore - Usigni,"La Chiesa di San Salvatore si trova ad Usigni, nel Comune di Poggiodomo; fu commissionata nel 1631 dal cardinale Fausto Poli, segretario privato di Papa Urbano VIII ed originario del piccolo borgo umbro."
203,4306780937,1254976584.0,Chiesa collegiata di Santa Croce,"La chiesa collegiata di Santa Croce, situata in piazza Mazzini, venne costruita nel 1295, unitamente ad un convento, dall'ordine dei frati minori. Il convento ospitA2 per qualche tempo il beato Corrado da Offida, famoso predicatore francescano, che morA! a Bastia nel 1306, mentre stava annunciando l'Avvento. I frati minori lasciarono Santa Croce nel 1653 al clero regolare per la volontA  pontificia di chiudere i piccoli conventi."
204,4345655771,1223767843.0,Tesoro di Canoscio a Cittǃ�� di Castello,L'importante ritrovamento del Tesoro di Canoscio oggi visitabile presso il locale Museo del Duomo
205,4307103101,1262015087.0,Anfiteatro Romano,"Costruito nella prima metA  del IAdeg secolo. E' rimasto solo qualche muro della cavea, sfruttata per ricavarvi alcune abitazioni medievali. Conserva la forma tipica ellittica originaria."
206,434573355,1223953654.0,Palazzo del Podestǃ�� - Cittǃ�� di Castello,"Questo edificio pubblico fu costruito da Angelo da Orvieto qualche anno dopo quello del Comune, sembra su incarico dei Tarlati di Pietramala e fu ultimato nel 1368."
207,43454389,1223954234.0,Pinacoteca Comunale - Cittǃ�� di Castello,"Palazzo Vitelli, che ospita al suo interno la Pinacoteca comunale, riaperta al pubblico nel 1995, si trova al centro di CittA  di Castello, prossimo alle mura urbiche, in via della Cannoniera."
208,4307101755,1261466882.0,Palazzo dei Priori - Assisi,"The Palazzo dei Priori is found in the charming location of Piazza del Comune, the political and cultural hub of Assisi."
209,4345675508,122376337.0,Cattedrale dei Santi Florido e Amanzio di Cittǃ�� di Castello,Una visita al Duomo di CittA  di Castello dedicato ai compatroni della cittA  Florido e Amanzio
210,4345848875,1224091857.0,Collezione Burri - Palazzo Albizzini - Cittǃ�� di Castello,"Il museo ha sede in palazzo Albizzini, nel centro storico di CittA  di Castello. Il palazzo, del XV secolo, ha sobria architettura rinascimentale di ascendenza fiorentina"
211,4345259055,1224634152.0,Collezione Burri - Ex Seccatoi del Tabacco - Cittǃ�� di Castello,"Importante museo di arte contemporanea, di circa 7.500 mq, A"" interamente dedicato alle opere di Alberto Burri (1915-1995)."
212,4311409667,1238354665.0,Chiesa di San Francesco al Prato,"La chiesa di San Francesco al Prato, cui si affianca a sinistra laoratorio di San Bernardino, si trova a Perugia in piazza San Francesco, al termine di via dei Priori."
213,4306884999,1261700643.0,Basilica Santa Chiara di Assisi,La basilica di Santa Chiara di Assisi racchiude la tomba della santa e il Crocifisso che parlA2 a San Francesco
214,4307133262,1261462237.0,Palazzo del Capitano del Popolo - Assisi,Il palazzo del Capitano del Popolo si trova in piazza del Comune a sinistra della chiesa di Santa Maria Sopra Minerva.
215,4305814492,1257979624.0,Basilica di Santa Maria degli Angeli,"La Basilica di S. Maria degli Angeli venne costruita tra il 1569 e 1679. La sua struttura ingloba il convento francescano e le Cappella della Porziuncola, dove il Santo di Assisi fondA2 l'Ordine Francescano."
216,4306150415,1261805503.0,Convento e chiesa di San Damiano,La chiesa e il convento di San Damiano si trovano poco distanti dal centro storico di Assisi.
217,4306964248,1261427434.0,Santuario della Spogliazione,"Il Santuario della Spogliazione si trova nella chiesa di Santa Maria Maggiore, accanto al vescovado, l'antica Cattedrale di Assisi dove venne battezzato San Francesco."
218,4271263221,1283177157.0,Chiesa di San Nicola - Scheggino,"Contesto: urbano Datazione: XIII SECOLO La chiesa di San Nicola o NicolA2, patrono della cittA , sorge in pieno centro storico, presso Scheggino."
219,4306805462,1254963723.0,Chiesa di San Michele Arcangelo - Bastia Umbra,"La Chiesa Parrocchiale di San Michele Arcangelo di Bastia Umbra A"" sita nel centro cittadino, in piazza Mazzini."
220,4293277462,1260785088.0,Fontana - Bevagna,"La fontana, costruita sopra un pozzo medievale, A"" stata inaugurata il 23 agosto 1896; serviva a rifornire di acqua il centro storico della cittA ."
221,4293277462,1260785088.0,Palazzo dei Consoli - Bevagna,"Il Palazzo dei Consoli fu costruito nella seconda metA  del XIII secolo, forse da quello stesso maestro Prode cui si deve il Palazzo Comunale di Spello."
222,4293294352,1260775668.0,Chiesa di San Silvestro a Bevagna,La chiesa di San Silvestro a Bevagna: testimonianza dell'architettura religiosa e dello stile romanico umbro.
223,4299871252,1266430546.0,Villa Fidelia - Spello,"Il complesso di Villa Fidelia (o villa Costanzi) A"" ubicato alla base di una collina lungo la Strada Centrale Umbra nel territorio di Spello. Costruito nel XVI secolo dalla famiglia Urbani sui resti di un santuario appartenente ad un insieme sacrale di epoca classica (IV secolo), passa nel XVIII secolo a Donna Teresa Pamphili Grillo che lo trasforma completamente."
224,429540496,1270401092.0,Chiesa di San Francesco - Foligno,La chiesa di San Francesco si trova nell'omonima piazza a Foligno.
225,4293278109,1260785108.0,Chiesa di San Michele Arcangelo - Bevagna,"Fu la prima cattedrale della cittA , poi collegiata abolita da Federico II nel 1248. Fu ripristinata solamente nel 1620 per volontA  di Papa Paolo V."
226,429334651,1260872163.0,Palazzo Lepri,"Al centro di Bevagna, lungo corso Matteotti, si trova il Municipio, giA  palazzo Lepri. Edificato nel tardo Settecento dall'architetto Andrea Vici per volere della famiglia, si presenta con una facciata neoclassica e porta arricchita da un'elegante rosta in ferro battuto."
227,4259888742,1276255569.0,Chiesa della Madonna del Carmine - Montefranco,"La Chiesa della Madonna del Carmine si trova nel borgo di Montefranco, centro fortificato immerso tra olivi e boschi di querce, ricco di tesori artistici ed architettonici."
228,4299187233,1267152663.0,Palazzo Comunale - Spello,"L'edificio, A"" il risultato dell'opera di prolungamento verso est e di innalzamento del primitivo palazzo comunale, quello duecentesco, costruito con la pietra calcarea bianca e rosa."
230,4240148361,1256753433.0,Monastero Museo delle Orsoline,"Opened to the public since 2002, the museum is housed in the monastery held by the Ursulines since the first half of the eighteenth century."
231,4240147973,1256753834.0,Presepe Monumentale e Oratorio di Sant'Antonio - Calvi dell'Umbria,"All'interno di questa chiesa, antica sede della Confraternita di S. Antonio, nel catino absidale A"" collocato il presepe monumentale in terracotta policroma composto da piA1 di trenta statue e realizzato tra il 1541 ed il 1546 dai fratelli abruzzesi Giacomo e Raffaele da Montereale."
232,4240067432,1256657558.0,Chiesa della Santissima Trinitǃ�� - Calvi dell'Umbria,"In 1523, Maestro Rinaldo Iacovetti da Calvi was entrusted by the community of Calvi with the building of the church which was initially dedicated to Madonna delle Grazie."
233,4240762019,1256234614.0,Chiesa di San Francesco - Calvi dell'Umbria,"La chiesa di S. Francesco e il convento di S. Berardo sorgono a circa 500 metri dalle mura di Calvi dell'Umbria, su un crinale collinare che divide le valli di Otricoli e di Magliano Sabina, all'incrocio della vecchia strada per Narni."
234,4240181719,1256670367.0,Chiesa di S. Maria Assunta,"La chiesa di S. Maria Assunta era la chiesa matrice, la piA1 importante del paese. E' situata nei pressi della Porta Ternana lungo la via Sabina, oggi via Roma, un tempo la principale via di comunicazione che attraversava il centro abitato di Calvi."
235,4259273828,1275654583.0,Chiesa di San Bernardino - Montefranco,"Costruita su di un antico oratorio benedettino, la Chiesa di San Bernardino si trova poco lontano dal centro abitato di Montefranco."
236,4283015123,1266584952.0,Pieve di San Gregorio in Nido,"La pieve di San Gregorio si trova lungo la strada che unisce Castel Ritaldi a Colle del Marchese. La facciata, restaurata dopo il terremoto del 1997, A"" costituita da un'alternanza di strati orizzontali di pietra bianca e rossa, sulla quale si apre un portale a rincassi."
237,4270475441,1197956399.0,Chiesa di San Pancrazio,"Databile al XVII secolo, la chiesa di San Pancrazio si trova al centro del paese in Piazza Giorgio della Rovere."
238,4273725128,1293635299.0,Santuario Madonna della Stella - Cerreto di Spoleto,"La chiesa di Santa Croce (oggi Santuario della Madonna della Stella) sorge nella valle del Noce, isolata nel contesto agricolo e poco distante dal borgo di Cerreto di Spoleto."
239,4349862868,1211448582.0,"Citerna, uno dei borghi piǃ�� belli d'Italia",L'antica cittA  di Citerna tra i Borghi piA1 belli d'Italia
240,4349839248,1211617931.0,San Francesco - Citerna,"La chiesa di San Francesco di Citerna A"" ubicata lungo Corso Garibaldi, fu edificata, insieme all'annesso convento francescano di Santa Elisabetta (ora sede del Comune di Citerna), nella seconda metA  del XV secolo sulle fondamenta di una costruzione preesistente visibile nella parte bassa della facciata."
241,4349833531,121157305.0,Chiesa di San Michele Arcangelo - Citerna,"La chiesa di San Michele Arcangelo si trova nel centro storico di Citerna ed A"" dedicata al santo Patrono del piccolo borgo."
242,4280616422,1291184463.0,Chiesa di Santa Maria Assunta - Cerreto di Spoleto,"La Chiesa di Santa Maria Assunta A"" un esempio di edificio sacro romanico di impianto architettonico poco comune nella Regione, a navata unica absidata con transetto sporgente, tiburio e cupola sull`incrocio dei bracci. A questo nucleo principale A"" annessa una navatella addossata alla parete destra."
243,4277185776,1293606664.0,Ex Monastero di San Giacomo - Cerreto di Spoleto,"La Chiesa di San Giacomo, con il monastero annesso, ospita oggi la sede del CEDRAV (Centro per la documentazione antropologica in Valnerina). La facciata, corrispondente alla parete sinistra della navata, A"" ornata di un portale archiacuto."
244,4349802291,1211785061.0,Camminamento medievale,"Al centro di Citerna, poco dopo il palazzetto prosperi-vitelli un piccolo arco immette nel percorso del suggestivo camminamento medievale che corre lungo il perimetro delle mura con aperture a tutto arco perfettamente conservate dando vita ad una serie di loggiati che offrono uno spettacolo veramente suggestivo."
245,4289873603,1215292756.0,La Scarzuola e la Cittǃ�� ideale di Tommaso Buzzi,"Grande opera globale sempre aperta, mai finita, in cui elementi del passato si sovrappongono a quelli del presente e del futuro."
246,4265149543,1295419714.0,Ex Convento e Chiesa di Santa Caterina - Monteleone di Spoleto,"Si conoscono le sue origini da alcuni documenti autentici conservati nell'archivio della ComunitA  e del Monastero dai quali si A"" desunto che nel 1310, al tempo di Clemente V, dieci monache Agostiniane si riunirono a professare la regola di Chiara di Norcia per propagarne laOrdine."
247,4265237304,1295259158.0,Chiesa e convento di San Francesco - Monteleone di Spoleto,"Il complesso monumentale di S. Francesco di Monteleone di Spoleto A"" forse laopera piA1 significativa e suggestiva per complessitA  di storia, sviluppo, arte, e fede. Ea un libro di storie, santi e simbologie da leggere con cura."
248,4290695204,121091603.0,Castello di Castel di Fiori,"Il borgo di Castelfiori, nel comune di Montegabbione, si trova immerso nel verde e circondato da boschi."
249,4292137883,1209260556.0,Chiesa di Maria SS.Assunta in Cielo - Montegabbione,"La chiesa di Maria SS.Assunta in Cielo A"" laattuale chiesa parrocchiale di Montegabbione."
250,4292107418,1208762458.0,Chiesa della Madonna delle Grazie - Montegabbione,"La chiesa di Maria SS. delle Grazie sorge ai piedi del colle di Montegabbione: il titolo di questa chiesetta A"" tipicamente rinascimentale e tradisce chiaramente il suo carattere di tempio votivo; anche la linea architettonica esterna, a forma di croce latina, e la cupola cilindrica sono da considerarsi rinascimentali mentre, allainterno, altare maggiore e stucchi sono di derivazione barocca."
251,425145672,1228861432.0,Castello di Attigliano,"Il castello di Attigliano sorge in posizione pittoresca e panoramica, sul margine di una terrazza dominante la valle del Tevere. Il toponimo, secondo la tradizione popolare, deriverebbe dai numerosi tigli che crescevano nelle vicinanze, dal latino ad tiliam."
252,4251459725,1229241305.0,Chiesa di San Lorenzo,"La Chiesa, di moderna concezione, risalente al 1983, si fregia di vetrate artistiche concretizzate attraverso l'uso del mosaico. Snella e imponente nella sua struttura moderna presenta sulla facciata grandi vetrate multicolori a ""Dalles"" che illustrano le veritA  della fede ed un grande mosaico raffigurante San Lorenzo che distribuisce le ricchezze della Chiesa ai poveri."
253,4251474373,1228933395.0,Fontana dei Delfini,"Posta nella principale piazza dell'antico borgo di Attigliano, la Fontana dei Delfini e dei Tritoni rimane uno dei simboli principali del luogo, insieme al castello. Venne realizzata nel 1885 ed ebbe la duplice funzione di arredo urbano e di approvigionamento idrico che era garantito da due fonti pubbliche."
254,4269040448,1254639451.0,Chiesa di Santa Cecilia,La Chiesa di Santa Cecilia (Patrona della cittA ) risale al XII secolo come si puA2 notare dall'abside.
255,4269001998,125462787.0,Chiesa del Sacramento,La Chiesa del sacramento fu costruita nel 1684 in contrada la Piazza Vecchia della SocietA  del Santissimo Sacramento
256,4269014195,1254558609.0,Chiesa della Madonna Giglio,"La chiesa della Madonna del Giglio, situata di fronte alla ""porta vecchia"" che nel passato consentiva l'accesso al paese, risale al 1600. Al suo interno sono visibili numerosi affreschi alcuni dei quali ben conservati."
257,4269318544,1254541006.0,Chiesa San Francesco - Acquasparta,"Posta fuori le mura di Acquasparta, fu fatta costruire nel 1294 dal Cardinale Matteo Bentivenga d'Acquasparta."
258,4271278729,1283134454.0,Castello di Scheggino,"Scheggino A"" un castello di pendio a forma triangolare, coronato al vertice dal Cassero di una roccia."
259,4258348628,1276716285.0,Chiesa di S. Giovanni Battista - Arrone,"La chiesa di S. Giovanni Battista, costruzione gotica dei sec. XIII-XIV, ha una torre quadrata ed A"" caratterizzata da un abside poligonale."
260,4288886033,1292664802.0,Chiesa di San Francesco - Sellano,La chiesa di San Francesco conosciuta anche con Madonna della Croce si trova all'uscita del paese di Sellano.
261,4258428413,1276743722.0,Chiesa di Santa Maria Assunta di Arrone,"Visita la chiesa di Santa Maria Assunta ad Arrone, nel Parco fluviale del Nera, lungo la via di Francesco"
262,4323104087,127847865.0,La ceramica di Gualdo Tadino,Storia e caratteristiche della ceramica di Gualdo Tadino: dalla ginestra il successo della tecnica del lustro
263,4319657106,1264784541.0,Casacastalda,"In posizione dominante sulla valle del Risacco e la val di Rasina, rispettivamente affluente del Chiascio e torrente proveniente da Gualdo Tadino, Casacastalda A"" l'abitato originato dal castello fondato nel VIII secolo da un longobardo discendente da Totila, Ernero Castaldo (da cui il nome Casa del Castaldo)."
264,4267006547,1221634698.0,Antiquarium - Baschi,"L'Antiquarium di Baschi custodisce i reperti archeologici della fornace romana del I sec. d. C. rinvenuta in localitA  Scoppieto. L'itinerario di visita all'interno del museo A"" organizzato in sezioni. Pannelli illustrati per spiegare le fasi di lavorazione dell'argilla, cartine geografiche con punti luminosi per individuare le localitA  e modellini della fornace e delle navi da trasporto servono a creare un ambiente stimolante e ricco di spunti per le attivitA  didattiche."
265,4272529381,1230634316.0,Eremo della Pasquarella,"A 13 km dal Baschi sulla SS 448, incastrato in mezzo a rocce e fitta vegetazione, nella gola del Forello, viene segnalato come ""Centro escursionistico della Pasquarella"" andando verso Todi."
266,4271137271,122812718.0,Museo dell'Ovo Pinto a Civitella del Lago,"Un museo unico al mondo che raccoglie migliaia di uova dipinte e scolpite, opere frutto della Mostra Concorso Nazionale ""OVO PINTO"" nata nel 1982, a Civitella del Lago, dalla geniale intuizione di Bernardini Anacleto, presidente di un'Associazione Culturale giovanile."
267,4265149594,1242762489.0,Chiesa della Santissima Trinitǃ�� - Avigliano Umbro,"La chiesa della Santissima TrinitA  sorge all'interno di Avigliano Umbro ed A"" la chiesa parrocchiale del paese. Venne edificata nel XVII secolo come parte integrante del castello della famiglia Vici e, come si legge in un documento, fu il vescovo di Todi Rodolfo che ne consacrA2 l'altare maggiore."
268,42657381,1234804727.0,Chiesa Santissima Annunziata,"Poco fuori dal borgo di Toscolano nel Comune di Avigliano Umbro si trova la chiesa della Madonna dell'Annunziata, a navata unica, che ingloba al suo interno, come parete di fondo, l'edicola votiva, decorata con affreschi attribuiti al pittore Rinascimentale Umbro Piermatteo d'Amelia."
269,4323531193,1218410413.0,Chiesa di San Nicolǃ�� - Lisciano Niccone,"La Chiesa di San NicolA2 si trova in localitA  Val di Rose, frazione di Crocicchie, nel comune di Lisciano Niccone."
270,4335385195,1257980919.0,Cattedrale dei Santi Mariano e Giacomo - Gubbio,"La Cattedrale, dedicata ai Santi Mariano e Giacomo, fu edificata ai piedi del Monte Ingino su una chiesa romanica, di cui si possono notare i resti sul lato destro della facciata, risale ai sec XIII e XIV."
271,4335046878,1258301142.0,Chiesa di Santa Maria Nuova,"La chiesa di Santa Maria Nuova si trova nel centro storico di Gubbio all'interno del quartiere di Sant'Andrea, all'incrocio tra via Savelli della Porta e via Nelli."
272,4335340655,1257846885.0,Palazzo dei Consoli,"Il palazzo dei Consoli, ben visibile anche da lontano, si trova nel centro storico di Gubbio"
273,4335183593,1257243232.0,Antiquarium del Teatro romano - Gubbio,"L'Antiquarium A"" allestito all'interno di un casale che ingloba i resti di una casa romana (domus) con pregevoli decorazioni a mosaico, utilizzata a partire dall'etA  augustea."
274,4335214556,1257748899.0,Piazza Quaranta Martiri e Logge dei Tiratori - Gubbio,"Originaria sede del mercato medievale, la piazza A"" ora attrezzata in parte a parcheggio e in parte a giardino."
275,4325132303,1256258137.0,Abbazia di Vallingegno,"L'abbazia di Vallingegno sorge sulla cima di una collina a pochi chilometri da Gubbio, immersa nella bella natura della campagna umbra."
276,4335644152,1258468022.0,Basilica di Sant'Ubaldo,"Costruita sulla sommitA  del ripido monte Ingino, ai piedi del quale si estende la cittA , A"" l'edificio che custodisce l'urna in bronzo contenente il corpo del santo patrono Ubaldo."
277,4335309909,1257921005.0,La ceramica di Gubbio,"Storia e caratteristiche della ceramica di Gubbio: dal ""lustro"" di Mastro Giorgio ai grandi maestri del a900."
278,4295358068,1270023194.0,Chiesa di Santa Maria Infraportas,La chiesa di Santa Maria Infraportas affaccia sul lato occidentale di piazza San Domenico nel centro storico di Foligno.
279,4302846818,1289194441.0,Museo Archeologico Colfiorito,"Il Museo A"" situato a Colfiorito, piccola localitA  di montagna in comune di Foligno posta lungo un importante snodo viario che collegava giA  in antico l'Umbria, la Sabina e la costa Adriatica."
280,4295004131,1271789643.0,Chiesa di Santa Maria in Campis,"Sorge circa 2 km a sud di Foligno in direzione Sant'Eraclio, nell'area di una vasta necropoli pertinente alla cittA  romana di Fulginia."
282,4279307793,1309174653.0,Complesso di San Francesco - Norcia,"Il complesso di S. Francesco, del secolo XIV, A"" oggi sede dellaauditorium, della biblioteca comunale e dellaarchivio storico."
283,4241224521,1246880441.0,Parco archeologico di Ocriculum e Antiquarium Casale San Fulgenzio - Otricoli,"Laarea archeologica di Ocriculum rappresenta per le sue dimensioni (36 ettari), lo stato di conservazione, le caratteristiche dei suoi monumenti e per la ricchezza dei materiali rinvenuti durante gli scavi, uno dei centri piA1 importanti non solo dellaUmbria ma dellaItalia."
284,4311186905,1238853483.0,Palazzo dei Priori - Perugia,"Il palazzo dei Priori A"" collocato ad angolo tra la piazza IV Novembre e corso Vannucci di Perugia."
285,4310778948,1238842138.0,Rocca Paolina,"La rocca Paolina, fortezza papale del XVI sec., si trova all'interno del centro storico di Perugia. E' possibile visitare i sotterrani, dall'etrusca porta Marzia, da piazza Italia e da piazza Partigiani."
286,4311271127,1239045175.0,Casa Museo di Palazzo Sorbello,"La Fondazione Ranieri di Sorbello si trova a palazzo Sorbello, in piazza Piccinino, nel pieno centro storico di Perugia, a due passi da palazzo dei Priori e dalla cattedrale di San Lorenzo, tra il pozzo Etrusco e la chiesa di San Severo."
287,431301716,1236322145.0,Museo del Giocattolo di Perugia,"Nella zona di San Marco a Perugia, sotto la vecchia ciminiera di una storica fornace, si trova un ampio locale che ospita il Museo del Giocattolo: in circa 300mq di spazio A"" possibile ammirare la collezione che consta di circa 2000 giocattoli d'epoca, dal '700 ai giorni nostri."
288,4244021323,1255067458.0,Chiesa di San Nicola- Otricoli,"Situata nel cuore del paese, A"" un edificio risalente alla fine del secolo XV o inizi del successivo, costituito da un vano rettangolare coperto a aa crocieraa, con una grande cappella sulla sinistra, la quale, in origine, doveva rappresentare il nucleo della chiesa primitiva."
289,4242327396,1247820213.0,Antiquarium Comunale di Otricoli,"Il Museo, situato allainterno del Palazzo Priorale di Otricoli, collega con un percorso didattico ideale, attraverso reperti e pannelli illustrativi, le tre identitA  storiche di Otricoli: il centro preromano, laantica cittA  romana di Ocriculum e laattuale centro storico medievale, ricco di materiali antichi riutilizzati nel tessuto urbano."
290,4242303985,1247665091.0,Collegiata di Santa Maria Assunta - Otricoli,"La chiesa parrocchiale di Otricoli, dedicata a Santa Maria Assunta, A"" ubicata nel punto piA1 alto del paese, sulla piazza principale. Considerata edificio del XII secolo fino al 1957 (anno del rinvenimento di una nicchia con affreschi del XV sec.) A"", in realtA , un importante esempio dellaarchitettura preromanica del VII secolo."
291,4242290296,1247811132.0,Chiesa di San Salvatore - Otricoli,"La Chiesa, ricordata come Cappella S. Salvatoris in un atto notarile del 1235, A"" a pianta rettangolare con campaniletto a vela sopra la facciata."
292,4263879825,1256351596.0,Arco di San Damiano,L'estensione dell'abitato romano di Carsulae era segnato a nord dalla porta urbica nota come arco di San Damiano
293,4261307137,1254613116.0,Chiesa di San Francesco - San Gemini,"Contesto: urbano Datazione: XIII SECOLO La chiesa di San Francesco, si trova a San Gemini in piazza San Francesco, ubicata a ridosso del castello altomedievale allainterno della cerchia muraria tardoduecentesca."
294,4261195565,1254630025.0,Chiesa di San Gemine - Duomo,"La sua costruzione fu voluta nellaanno 310 dal vescovo San Volusiano. Ricostruita in stile comanico nel sec. X, accolse le reliquie di San Gemine, ebbe altri successivi rifacimenti, fino alla attuale forma ottocentesca."
295,4261300939,1254346264.0,Abbazia di San Nicolǃ��,"La chiesa A"" ubicata fuori Porta Romana, in prossimitA  delle mura di San Gemini, nella localitA  detta del ""fico nero""."
